person_id,name
https://openalex.org/A5103581948,Chaojun Ouyang
https://openalex.org/A5100714017,Min Chen
https://openalex.org/A5103109240,Chenying Liu
https://openalex.org/A5100405987,Jin Zhang
https://openalex.org/A5113412654,Yu Long
https://openalex.org/A5115695181,Fei Wang
https://openalex.org/A5101682387,Yong Xie
https://openalex.org/A5100362041,Jun Li
https://openalex.org/A5029053811,Wang Fang
https://openalex.org/A5063155550,Sabine Grunwald
https://openalex.org/A5022569738,Bryan M. Wong
https://openalex.org/A5100403590,Fan Zhang
https://openalex.org/A5101199023,Zhen Qian
https://openalex.org/A5103245119,Yongjun Xu
https://openalex.org/A5090943298,Chengqing Yu
https://openalex.org/A5086626922,Wei Han
https://openalex.org/A5101516344,Tao Sun
https://openalex.org/A5056183845,Zezhi Shao
https://openalex.org/A5020332722,Tangwen Qian
https://openalex.org/A5060263237,Jiangyuan Zeng
https://openalex.org/A5109768087,Huai Zhang
https://openalex.org/A5072576421,Husi Letu
https://openalex.org/A5100389658,Bing Zhang
https://openalex.org/A5115695478,Li Wang
https://openalex.org/A5100372684,Lei Luo
https://openalex.org/A5039055794,Chong Shi
https://openalex.org/A5019014062,Hongjun Su
https://openalex.org/A5100657598,Hongsheng Zhang
https://openalex.org/A5014106967,Shuai Yin
https://openalex.org/A5081247356,Ni Huang
https://openalex.org/A5015389773,Wei Zhao
https://openalex.org/A5100747229,Nan Li
https://openalex.org/A5108924522,Chaolei Zheng
https://openalex.org/A5047266050,Yang Zhou
https://openalex.org/A5001246465,Changping Huang
https://openalex.org/A5066433882,Defeng Feng
https://openalex.org/A5100763748,Qingsong Xu
https://openalex.org/A5120391409,Yan Wu
https://openalex.org/A5075013625,Danfeng Hong
https://openalex.org/A5100344954,Zhenyu Wang
https://openalex.org/A5059026057,Yinyi Lin
https://openalex.org/A5071506673,Tangtang Zhang
https://openalex.org/A5100452931,Prashant Kumar
https://openalex.org/A5054292278,Antonio Plaza
https://openalex.org/A5106124934,Jocelyn Chanussot
https://openalex.org/A5028980812,Jiabao Zhang
https://openalex.org/A5074231572,Jiancheng Shi
https://openalex.org/A5040945574,Lizhe Wang
https://openalex.org/A5065953780,Yujie You
https://openalex.org/A5010224302,Xin Lai
https://openalex.org/A5101465265,Yi Pan
https://openalex.org/A5024401909,Huiru Zheng
https://openalex.org/A5067743298,Julio Vera
https://openalex.org/A5081639692,Suran Liu
https://openalex.org/A5004289873,Senyi Deng
https://openalex.org/A5100350625,Le Zhang
https://openalex.org/A5003487318,Edward L. Thorndike
https://openalex.org/A5085352512,Sayed Fayaz Ahmad
https://openalex.org/A5088914363,Mohd Khairil Rahmat
https://openalex.org/A5006487499,Muhammad Shujaat Mubarik
https://openalex.org/A5080030634,Muhammad Mansoor Alam
https://openalex.org/A5112584311,Syed Irfan Hyder
